     Depth,Temperature,TC FCond 25'C
     39.38,     24.667,       770.68
     39.43,    24.6689,      770.605
     39.48,     24.667,      768.682
     39.53,    24.6852,      770.605
     39.58,     24.667,      770.547
     39.63,    24.6881,      770.605
     39.68,    24.6852,      770.938
     39.73,     24.667,      770.547
     39.78,    24.6852,      770.605
     39.83,    24.7034,      770.547
     39.88,    24.6852,      769.998
     39.93,    24.6881,      770.302
     39.98,    24.6852,      771.196
     40.03,    24.7034,      770.792
     40.08,    24.6881,      770.243
     40.13,    24.6852,      771.196
     40.18,    24.6881,      770.547
     40.23,    24.6852,      768.877
     40.28,    24.7034,      770.547
     40.33,    24.6852,      770.243
     40.38,    24.6881,      770.547
     40.43,    24.6852,      771.196
     40.48,    24.7034,      770.792
     40.53,    24.6852,      770.243
     40.58,    24.7073,      770.792
     40.63,    24.6852,      770.876
     40.68,    24.6852,      770.547
     40.73,    24.7073,      770.547
     40.78,    24.6852,      770.876
     40.83,    24.6881,      770.547
     40.88,    24.7034,      768.877
     40.93,    24.7034,      770.243
     40.98,    24.6852,      770.243
     41.03,    24.7073,      770.302
     41.08,    24.7034,      770.618
     41.13,    24.7034,      769.998
     41.18,    24.7034,      769.754
     41.23,    24.7034,      769.998
     41.28,    24.7034,      769.754
     41.33,    24.7034,      769.998
     41.38,    24.7073,      769.754
     41.43,    24.7034,       770.36
     41.48,    24.7073,      769.754
     41.53,    24.7034,       770.36
     41.58,    24.7073,      769.754
     41.63,    24.7034,      768.045
     41.68,    24.7034,      769.998
     41.73,    24.7034,      769.754
     41.78,    24.7264,      769.509
     41.83,    24.7034,      770.041
     41.88,    24.7216,      769.998
     41.93,    24.7034,      769.695
     41.98,    24.7216,      769.998
     42.03,    24.7034,      769.695
     42.08,    24.7264,      770.243
     42.13,    24.7034,      770.299
     42.18,    24.7216,      770.243
     42.23,    24.7264,       769.94
     42.28,    24.7034,      770.557
     42.33,    24.7216,      770.243
     42.38,    24.7173,       769.94
     42.43,    24.7216,      769.849
     42.48,    24.7073,       769.94
     42.53,    24.7216,      771.135
     42.58,    24.7216,       769.94
     42.63,    24.7216,      770.185
     42.68,    24.7216,       769.94
     42.73,    24.7216,       769.94
     42.78,    24.7073,      770.185
     42.83,    24.7216,      768.558
     42.88,    24.7216,       769.94
     42.93,    24.7264,       769.94
     42.98,    24.7216,      770.815
     43.03,    24.7264,      770.185
     43.08,    24.7216,      770.557
     43.13,    24.7216,      770.185
     43.18,    24.7216,       769.94
     43.23,    24.7216,      770.185
     43.28,    24.7216,       769.94
     43.33,    24.7264,       769.94
     43.38,    24.7216,      770.299
     43.43,    24.7216,       769.94
     43.48,    24.7398,      769.695
     43.53,    24.7216,      769.637
     43.58,    24.7216,       769.94
     43.63,    24.7073,       769.94
     43.68,    24.7398,      768.301
     43.73,    24.7264,      770.127
     43.78,    24.7216,      770.557
     43.83,    24.7216,      770.185
     43.88,    24.7398,       770.43
     43.93,    24.7216,      769.882
     43.98,    24.7264,      770.185
     44.03,    24.7216,      770.815
     44.08,    24.7398,       770.43
     44.13,    24.7216,      769.637
     44.18,    24.7398,      770.185
     44.23,    24.7216,      769.637
     44.28,    24.7398,      769.695
     44.33,    24.7264,      769.882
     44.38,    24.7398,      770.557
     44.43,    24.7264,      770.127
     44.48,    24.7398,      768.496
     44.53,    24.7398,      769.882
     44.58,    24.7216,      769.637
     44.63,    24.7398,       769.94
     44.68,    24.7398,      769.882
     44.73,    24.7398,      769.637
     44.78,    24.7398,      769.882
     44.83,    24.7216,      769.882
     44.88,    24.7398,      770.185
     44.93,    24.7398,      769.637
     44.98,    24.7456,      769.882
     45.03,    24.7398,      770.238
     45.08,    24.7456,      769.637
     45.13,    24.7398,      770.496
     45.18,    24.7398,      769.637
     45.23,    24.7264,      769.637
     45.28,    24.7398,      770.299
     45.33,    24.7398,      769.637
     45.38,    24.7398,      769.882
     45.43,    24.7398,      769.637
     45.48,    24.7398,      769.637
     45.53,    24.7398,      769.882
     45.58,    24.7398,      769.637
     45.63,     24.758,      769.637
     45.68,    24.7398,      769.334
     45.73,    24.7398,      769.637
     45.78,    24.7264,      769.392
     45.83,    24.7398,      767.727
     45.88,    24.7456,      769.392
     45.93,     24.758,      769.722
     45.98,    24.7398,      768.845
     46.03,    24.7456,      769.148
     46.08,    24.7398,      769.722
     46.13,    24.7398,      768.903
     46.18,     24.758,      769.148
     46.23,    24.7398,      768.601
     46.28,     24.758,      769.148
     46.33,    24.7398,      768.601
     46.38,     24.758,      769.148
     46.43,    24.7398,      768.845
     46.48,    24.7647,      769.148
     46.53,     24.758,      769.146
     46.58,    24.7264,      768.601
     46.63,     24.758,       767.47
     46.68,     24.758,      768.601
     46.73,     24.758,      768.845
     46.78,    24.7398,      769.334
     46.83,     24.758,      769.392
     46.88,     24.758,       769.09
     46.93,    24.7647,      768.845
     46.98,     24.758,      769.661
     47.03,     24.758,       769.09
     47.08,     24.758,       769.09
     47.13,     24.758,      769.334
     47.18,    24.7456,      768.845
     47.23,     24.758,      769.722
     47.28,    24.7647,       769.09
     47.33,     24.758,      769.403
     47.38,     24.758,      768.845
     47.43,    24.7762,       769.09
     47.48,     24.758,      768.543
     47.53,    24.7456,      768.845
     47.58,     24.758,      767.409
     47.63,     24.758,      768.845
     47.68,     24.758,      768.845
     47.73,    24.7762,      768.845
     47.78,     24.758,      768.543
     47.83,     24.758,      768.845
     47.88,    24.7647,      768.601
     47.93,     24.758,      769.146
     47.98,    24.7647,      768.845
     48.03,    24.7762,      769.146
     48.08,     24.758,      768.299
     48.13,    24.7647,      768.601
     48.18,     24.758,      769.146
     48.23,    24.7762,      768.601
     48.28,     24.758,      768.543
     48.33,     24.758,      768.601
     48.38,    24.7762,      768.845
     48.43,     24.758,      768.054
     48.48,    24.7762,      768.601
     48.53,     24.758,      768.299
     48.58,    24.7647,      768.601
     48.63,     24.758,      766.579
     48.68,    24.7839,      768.845
     48.73,     24.758,      768.827
     48.78,    24.7839,       769.09
     48.83,    24.7762,      768.827
     48.88,     24.758,      768.787
     48.93,    24.7762,      768.845
     48.98,    24.7762,      768.787
     49.03,     24.758,      768.543
     49.08,    24.7762,      768.845
     49.13,    24.7762,      768.543
     49.18,     24.758,      768.299
     49.23,    24.7762,      768.845
     49.28,    24.7647,      768.299
     49.33,     24.758,      769.146
     49.38,    24.7762,      768.601
     49.43,    24.7647,      768.299
     49.48,     24.758,      766.579
     49.53,    24.7647,      768.601
     49.58,    24.7762,      769.146
     49.63,    24.7762,      768.054
     49.68,     24.758,      768.054
     49.73,    24.7762,      768.113
     49.78,     24.758,      768.054
     49.83,    24.7762,      768.601
     49.88,    24.7762,      768.054
     49.93,     24.758,      768.299
     49.98,    24.7839,      768.845
     50.03,     24.758,       768.57
     50.08,     24.758,      768.601
     50.13,    24.7839,      768.601
     50.18,     24.758,       768.57
     50.23,    24.7456,      768.357
     50.28,    24.7762,      766.896
     50.33,     24.758,      768.054
     50.38,     24.758,      768.113
     50.43,     24.758,      768.357
     50.48,     24.758,      768.113
     50.53,     24.758,      768.601
     50.58,    24.7762,      768.357
     50.63,     24.758,      768.054
     50.68,    24.7762,      768.845
     50.73,     24.758,      768.299
     50.78,    24.7839,       769.09
     50.83,    24.7944,        769.6
     50.88,    24.7839,      768.485
     50.93,    24.7762,        769.6
     50.98,    24.7762,      769.032
     51.03,     24.803,      769.276
     51.08,    24.7762,      769.282
     51.13,    24.7762,      769.521
     51.18,    24.7944,      769.276
     51.23,    24.7762,      769.219
     51.28,    24.7944,      769.276
     51.33,    24.7762,      769.219
     51.38,    24.7944,      769.521
     51.43,    24.7693,      769.219
     51.48,    24.7866,      768.984
     51.53,     24.803,      768.929
     51.58,    24.7944,       769.54
     51.63,    24.7762,      769.464
     51.68,     24.803,      769.766
     51.73,    24.7839,      770.056
     51.78,    24.7944,      768.313
     51.83,    24.7839,      769.954
     51.88,     24.803,      770.633
     51.93,    24.7944,      770.573
     51.98,    24.7944,      770.199
     52.03,    24.7762,      770.199
     52.08,     24.803,      770.502
     52.13,    24.7762,      770.573
     52.18,    24.7647,      770.502
     52.23,     24.803,      768.631
     52.28,    24.7839,      770.573
     52.33,    24.7839,      770.892
     52.38,    24.7647,      770.633
     52.43,    24.7647,      768.888
     52.48,    24.7762,      770.952
     52.53,    24.7762,      770.257
     52.58,    24.7762,      770.257
     52.63,    24.7762,      770.502
     52.68,    24.7944,      770.502
     52.73,    24.7762,      769.954
     52.78,    24.7762,      770.502
     52.83,    24.7762,      770.257
     52.88,    24.7762,      770.257
     52.93,    24.7839,      770.257
     52.98,    24.7762,      771.151
     53.03,    24.7839,       771.24
     53.08,    24.7647,       771.41
     53.13,    24.7944,      769.403
     53.18,    24.7839,      770.691
     53.23,    24.7762,      771.669
     53.28,    24.7762,      770.994
     53.33,    24.7944,      770.748
     53.38,    24.7762,      770.199
     53.43,    24.7762,      770.502
     53.48,    24.7693,      770.257
     53.53,    24.7762,      769.683
     53.58,    24.7762,      769.032
     53.63,    24.7839,      768.787
     53.68,     24.758,      769.342
     53.73,     24.758,       769.09
     53.78,    24.7647,      769.579
     53.83,     24.758,      770.177
     53.88,    24.7647,      771.297
     53.93,    24.7264,      772.248
     53.98,    24.7398,      770.557
     54.03,    24.7456,      771.601
     54.08,     24.758,      773.088
     54.13,     24.758,      771.789
     54.18,    24.7346,      771.789
     54.23,    24.7346,      770.027
     54.28,    24.7216,      767.237
     54.33,    24.7216,      766.284
     54.38,    24.7216,      766.041
     54.43,    24.7216,      766.041
     54.48,    24.7216,      766.284
     54.53,    24.7073,      766.041
     54.58,    24.7216,      764.725
     54.63,    24.7264,      766.284
     54.68,    24.7216,      766.703
     54.73,    24.7216,      766.284
     54.78,    24.7216,      766.284
     54.83,    24.7216,      766.284
     54.88,    24.7216,      766.284
     54.93,    24.7216,      766.041
     54.98,    24.7173,      766.284
     55.03,    24.7264,      765.905
     55.08,    24.7216,      766.703
     55.13,    24.7264,      766.284
     55.18,    24.7264,      766.703
     55.23,    24.7073,      766.703
     55.28,    24.7216,      764.725
     55.33,    24.7216,      766.284
     55.38,    24.7034,      766.041
     55.43,    24.7216,      766.586
     55.48,    24.7216,      766.284
     55.53,    24.7216,      766.284
     55.58,    24.7264,      766.041
     55.63,    24.7034,      766.703
     55.68,    24.7216,      766.586
     55.73,    24.7264,      766.041
     55.78,    24.7216,      766.958
     55.83,    24.7264,      766.041
     55.88,    24.7073,      766.703
     55.93,    24.7073,      764.725
     55.98,    24.7216,       767.02
     56.03,    24.7264,      766.284
     56.08,    24.7073,      766.703
     56.13,    24.7216,       767.02
     56.18,    24.7073,      766.284
     56.23,    24.7034,      764.725
     56.28,    24.7264,      766.586
     56.33,    24.7034,      766.703
     56.38,    24.7216,      766.586
     56.43,    24.7073,      766.284
     56.48,    24.7216,       767.02
     56.53,    24.7073,      766.284
     56.58,    24.7073,       767.02
     56.63,    24.7034,      764.725
     56.68,    24.7073,      766.586
     56.73,    24.7264,       767.02
     56.78,    24.7034,      766.958
     56.83,    24.7073,      766.586
     56.88,    24.7034,       767.02
     56.93,    24.7034,      766.586
     56.98,    24.7216,      766.586
     57.03,    24.7034,      766.526
     57.08,    24.7034,      766.586
     57.13,    24.7034,      766.586
     57.18,    24.7034,      766.586
     57.23,    24.6881,      766.586
     57.28,    24.7034,      765.297
     57.33,    24.7073,      766.586
     57.38,    24.7073,      767.276
     57.43,    24.7034,       767.02
     57.48,    24.7073,      766.828
     57.53,    24.6852,      767.276
     57.58,    24.6881,      766.888
     57.63,    24.7034,      765.042
     57.68,    24.7073,      766.828
     57.73,    24.6852,       767.02
     57.78,    24.7034,       767.13
     57.83,    24.7034,      766.828
     57.88,    24.6852,      766.586
     57.93,    24.7034,       767.13
     57.98,    24.6881,      766.828
     58.03,    24.7034,      767.851
     58.08,    24.6881,      766.828
     58.13,    24.7034,      767.851
     58.18,    24.6689,      766.828
     58.23,    24.6852,      765.869
     58.28,    24.7034,      767.373
     58.33,    24.6881,      767.071
     58.38,    24.6852,      767.851
     58.43,    24.7034,      767.373
     58.48,    24.6852,      767.314
     58.53,    24.6852,      767.373
     58.58,    24.7034,       767.86
     58.63,    24.6852,      767.314
     58.68,    24.6852,      767.617
     58.73,    24.7073,       767.86
     58.78,    24.7034,      768.045
     58.83,    24.7073,      770.243
     58.88,    24.6852,      770.876
     58.93,    24.6881,      768.347
     58.98,    24.6852,      765.806
     59.03,    24.6852,      767.617
     59.08,    24.7034,      767.617
     59.13,    24.6852,      767.314
     59.18,    24.6881,      767.617
     59.23,    24.6852,      767.851
     59.28,    24.7034,      767.617
     59.33,    24.6852,      767.071
     59.38,    24.6852,      767.617
     59.43,    24.6881,      767.373
     59.48,    24.6852,      767.851
     59.53,    24.7073,      767.617
     59.58,    24.6852,      767.532
     59.63,    24.6689,      767.617
     59.68,    24.6881,      765.869
     59.73,    24.6852,      768.107
     59.78,    24.6852,      767.373
     59.83,    24.6852,      767.373
     59.88,    24.6881,      767.373
     59.93,    24.6852,      767.851
     59.98,    24.6852,      767.373
     60.03,    24.6852,      767.373
     60.08,    24.6689,      766.888
     60.13,    24.6852,      767.913
     60.18,    24.6689,      766.888
     60.23,     24.667,      765.614
     60.28,    24.6881,      767.676
     60.33,    24.6881,      767.594
     60.38,     24.667,      767.594
     60.43,    24.6881,      767.433
     60.48,     24.667,      767.594
     60.53,    24.6852,      766.947
     60.58,    24.6689,      766.888
     60.63,     24.667,      765.614
     60.68,    24.6852,      767.433
     60.73,    24.6689,       767.13
     60.78,    24.6852,      767.913
     60.83,     24.667,      766.888
     60.88,    24.6881,       767.19
     60.93,     24.667,      767.594
     60.98,    24.6881,      767.433
     61.03,     24.667,      767.594
     61.08,    24.6852,       767.19
     61.13,    24.6689,      766.888
     61.18,     24.667,      765.614
     61.23,    24.6826,       767.19
     61.28,    24.6852,      768.564
     61.33,     24.667,       767.13
     61.38,    24.6852,       767.19
     61.43,     24.667,       767.13
     61.48,    24.6852,      766.947
     61.53,    24.6498,       767.13
     61.58,    24.6852,      765.677
     61.63,     24.667,       767.13
     61.68,    24.6689,      767.433
     61.73,    24.6852,      767.913
     61.78,    24.6689,       767.13
     61.83,     24.667,      767.657
     61.88,     24.667,      766.947
     61.93,    24.6689,       767.19
     61.98,     24.667,      767.657
     62.03,     24.667,      766.947
     62.08,     24.667,       767.19
     62.13,     24.667,       767.19
     62.18,     24.667,      766.947
     62.23,    24.6488,      766.947
     62.28,     24.667,      767.249
     62.33,    24.6498,      766.704
     62.38,    24.6488,      765.423
     62.43,    24.6689,      767.007
     62.48,    24.6488,      767.401
     62.53,     24.667,      766.764
     62.58,    24.6498,      766.704
     62.63,    24.6488,      767.464
     62.68,    24.6488,      766.764
     62.73,    24.6689,      767.007
     62.78,    24.6488,      767.145
     62.83,    24.6488,      767.249
     62.88,    24.6488,      767.249
     62.93,    24.6488,      767.007
     62.98,     24.667,      767.249
     63.03,    24.6488,      766.947
     63.08,    24.6498,      767.249
     63.13,     24.667,      765.169
     63.18,     24.667,      766.947
     63.23,    24.6689,      766.947
     63.28,     24.667,      767.657
     63.33,     24.667,      766.704
     63.38,    24.6689,       766.22
     63.43,    24.6852,      767.401
     63.48,     24.667,      766.645
     63.53,     24.667,      766.704
     63.58,     24.667,      766.947
     63.63,     24.667,      766.462
     63.68,    24.6689,       766.22
     63.73,     24.667,       766.89
     63.78,    24.6498,      766.947
     63.83,     24.667,      765.169
     63.88,    24.6689,      766.947
     63.93,     24.667,      767.401
     63.98,    24.6689,      766.704
     64.03,     24.667,      767.401
     64.08,     24.667,      766.947
     64.13,     24.648,      766.704
     64.18,     24.667,      766.594
     64.23,    24.6488,      766.704
     64.28,    24.6689,      767.249
     64.33,    24.6689,      767.145
     64.38,    24.6488,      767.401
     64.43,    24.6598,      766.764
     64.48,    24.6498,      766.389
     64.53,    24.6498,      767.464
     64.58,    24.6509,      765.169
     64.63,    24.6689,      767.972
     64.68,    24.6306,      767.145
     64.73,    24.6689,      765.486
     64.78,    24.6488,       766.89
     64.83,    24.6498,      767.007
     64.88,    24.6488,      767.208
     64.93,    24.6488,      766.279
     64.98,    24.6488,      766.522
     65.03,    24.6498,      766.764
     65.08,    24.6306,      767.464
     65.13,    24.6498,      765.232
     65.18,    24.6498,      767.464
     65.23,    24.6689,      766.953
     65.28,    24.6488,       766.89
     65.33,    24.6306,      766.522
     65.38,    24.6488,      764.978
     65.43,    24.6498,      766.522
     65.48,    24.6488,      767.208
     65.53,    24.6689,      766.522
     65.58,     24.648,      766.634
     65.63,    24.6488,      766.132
     65.68,     24.648,      766.522
     65.73,    24.6689,      765.902
     65.78,    24.6488,       766.89
     65.83,    24.6488,      766.522
     65.88,    24.6689,      766.522
     65.93,    24.6488,      766.634
     65.98,    24.6498,      766.522
     66.03,     24.648,      766.953
     66.08,    24.6488,      765.902
     66.13,    24.6488,      766.522
     66.18,    24.6488,      766.279
     66.23,    24.6488,      766.522
     66.28,     24.648,      766.522
     66.33,    24.6488,      766.132
     66.38,     24.667,      766.279
     66.43,     24.648,       766.22
     66.48,    24.6488,      765.902
     66.53,    24.6498,      766.522
     66.58,    24.6488,      766.953
     66.63,    24.6488,      766.522
     66.68,    24.6488,      766.522
     66.73,    24.6689,      766.522
     66.78,    24.6306,      766.634
     66.83,    24.6488,       766.19
     66.88,     24.667,      766.522
     66.93,    24.6488,      765.977
     66.98,    24.6306,      766.522
     67.03,    24.6637,       766.19
     67.08,    24.6306,      767.046
     67.13,    24.6637,      765.614
     67.18,    24.6472,      767.046
     67.23,    24.6488,      765.339
     67.28,    24.6498,      766.279
     67.33,    24.6498,      766.953
     67.38,    24.6498,      766.953
     67.43,    24.6488,      766.953
     67.48,    24.6488,      766.279
     67.53,    24.6306,      766.279
     67.58,    24.6488,      766.582
     67.63,    24.6488,      766.279
     67.68,    24.6488,      766.279
     67.73,    24.6488,      766.279
     67.78,    24.6488,      766.522
     67.83,    24.6306,      766.279
     67.88,     24.648,      765.959
     67.93,    24.6488,      765.902
     67.98,    24.6306,      766.279
     68.03,    24.6488,      765.959
     68.08,    24.6488,      766.522
     68.13,     24.648,      766.522
     68.18,    24.6488,      767.982
     68.23,    24.6488,      766.279
     68.28,    24.6306,      766.279
     68.33,    24.6488,      766.582
     68.38,    24.6306,      766.279
     68.43,    24.6488,       766.19
     68.48,    24.6488,      766.279
     68.53,    24.6306,      766.279
     68.58,    24.6488,      766.824
     68.63,    24.6488,      766.279
     68.68,    24.6306,      766.279
     68.73,    24.6488,      766.824
     68.78,    24.6306,      766.279
     68.83,    24.6498,      766.582
     68.88,    24.6488,      766.953
     68.93,    24.6306,      766.279
     68.98,    24.6306,      764.978
     69.03,    24.6498,      766.824
     69.08,    24.6306,      766.697
     69.13,    24.6488,      766.824
     69.18,    24.6306,      766.279
     69.23,    24.6498,      766.582
     69.28,    24.6306,      766.953
     69.33,    24.6306,      766.582
     69.38,    24.6488,      766.824
     69.43,    24.6306,      766.279
     69.48,    24.6488,      767.271
     69.53,    24.6115,      766.279
     69.58,    24.6498,      765.042
     69.63,    24.6306,      766.953
     69.68,    24.6306,      766.339
     69.73,    24.6498,      766.824
     69.78,    24.6306,      766.697
     69.83,    24.6306,      766.582
     69.88,    24.6498,      766.339
     69.93,    24.6306,      766.953
     69.98,    24.6306,      766.582
     70.03,    24.6306,      764.724
     70.08,    24.6306,      766.339
     70.13,    24.6306,      766.582
     70.18,    24.6306,      767.016
     70.23,    24.6498,      766.582
     70.28,    24.6306,      766.697
     70.33,    24.6306,      766.582
     70.38,    24.6306,      767.016
     70.43,    24.6115,      766.582
     70.48,    24.6306,      765.042
     70.53,    24.6306,      766.582
     70.58,    24.6498,      766.339
     70.63,    24.6306,      766.697
     70.68,    24.6306,      766.582
     70.73,    24.6124,      766.339
     70.78,    24.6498,      766.884
     70.83,    24.6306,      766.697
     70.88,    24.6306,      766.339
     70.93,    24.6306,      767.016
     70.98,    24.6115,      766.339
     71.03,    24.6306,      764.788
     71.08,    24.6306,      767.016
     71.13,    24.6306,      766.339
     71.18,    24.6306,      766.339
     71.23,    24.6306,      767.016
     71.28,    24.6306,      766.097
     71.33,    24.6306,      766.339
     71.38,    24.6306,      767.016
     71.43,    24.6306,      766.339
     71.48,    24.6306,      766.097
     71.53,    24.6115,      766.339
     71.58,    24.6306,      764.788
     71.63,    24.6306,      767.016
     71.68,    24.6498,      766.097
     71.73,    24.6306,      766.697
     71.78,    24.6306,       766.76
     71.83,    24.6306,      766.339
     71.88,    24.6115,      766.097
     71.93,    24.6306,      764.788
     71.98,    24.6306,      766.339
     72.03,    24.6306,      766.097
     72.08,    24.6306,       766.76
     72.13,    24.6488,      766.339
     72.18,    24.6306,      765.795
     72.23,    24.6306,      766.339
     72.28,    24.6306,       766.76
     72.33,    24.6306,      766.097
     72.38,    24.6115,       766.76
     72.43,    24.6306,      764.788
     72.48,    24.6498,      766.097
     72.53,    24.6306,      766.442
     72.58,    24.6306,      766.097
     72.63,    24.6306,       766.76
     72.68,    24.6306,      766.097
     72.73,    24.6306,      766.097
     72.78,    24.6306,      766.097
     72.83,    24.6306,       766.76
     72.88,    24.6306,      766.097
     72.93,    24.6488,      765.855
     72.98,    24.6306,      765.795
     73.03,    24.6115,      766.097
     73.08,    24.6306,      764.534
     73.13,    24.6306,       766.76
     73.18,    24.6498,      765.855
     73.23,    24.6306,      766.442
     73.28,    24.6306,      765.855
     73.33,    24.6306,       766.76
     73.38,    24.6306,      765.855
     73.43,    24.6115,      766.097
     73.48,    24.6306,      764.534
     73.53,    24.6306,      765.855
     73.58,    24.6306,      766.097
     73.63,    24.6306,      765.855
     73.68,    24.6306,      766.097
     73.73,    24.6306,      766.505
     73.78,    24.6306,      765.855
     73.83,    24.6124,      766.505
     73.88,    24.6306,        766.4
     73.93,    24.6306,      766.505
     73.98,    24.6115,      765.855
     74.03,    24.6306,      764.534
     74.08,    24.6306,      765.855
     74.13,    24.6124,      765.855
     74.18,    24.6306,      766.158
     74.23,    24.6306,      765.855
     74.28,    24.6124,      765.855
     74.33,    24.6306,      766.158
     74.38,    24.6306,      766.505
     74.43,    24.6306,      765.855
     74.48,    24.6124,      766.505
     74.53,    24.6306,      766.158
     74.58,    24.6124,      766.505
     74.63,    24.6306,      766.158
     74.68,    24.6115,      765.855
     74.73,    24.6124,      764.534
     74.78,    24.6306,      766.158
     74.83,    24.6124,      765.614
     74.88,    24.6124,      765.916
     74.93,    24.6306,      766.158
     74.98,    24.6124,       766.25
     75.03,    24.6124,      765.916
     75.08,    24.6306,      765.674
     75.13,    24.6124,      765.741
     75.18,    24.6306,      765.916
     75.23,    24.6115,       766.25
     75.28,    24.6124,      764.027
     75.33,    24.6115,      766.158
     75.38,    24.6124,      766.824
     75.43,    24.6306,      766.158
     75.48,    24.6124,      765.614
     75.53,    24.6115,      765.916
     75.58,    24.6124,      766.314
     75.63,    24.6124,      765.674
     75.68,    24.6124,      765.916
     75.73,    24.5942,      765.916
     75.78,    24.6115,      765.976
     75.83,    24.6124,      766.314
     75.88,    24.6124,      765.916
     75.93,    24.6124,      766.158
     75.98,    24.5942,      765.432
     76.03,    24.6124,      765.735
     76.08,    24.6124,      765.916
     76.13,    24.6124,      766.158
     76.18,    24.6124,      765.674
     76.23,     24.596,      765.674
     76.28,    24.6124,      765.844
     76.33,    24.6124,      765.674
     76.38,    24.6124,      766.158
     76.43,    24.6124,      766.158
     76.48,    24.6124,      765.674
     76.53,    24.6115,      766.158
     76.58,    24.6124,      766.569
     76.63,    24.6124,      766.158
     76.68,    24.5923,      765.916
     76.73,    24.6124,      764.598
     76.78,    24.6133,      765.916
     76.83,    24.6133,      767.401
     76.88,     24.596,      765.096
     76.93,    24.6133,      765.614
     76.98,    24.6133,      765.326
     77.03,    24.6161,      767.401
